repo,pr_number,user,created_at,merged_at,closed_at,num_reviews,reviewers,reviewer_response_times,response_time_hours,review_time_hours,lines_of_code,changed_files,url
ansible/ansible,84166,Naresh2807,2024-10-24T17:43:07Z,,2024-12-03T15:55:29Z,2,"bcoca, webknjaz","1.55, 23.68",1.5519444444444443,958.2061111111111,75,1,https://api.github.com/repos/ansible/ansible/pulls/84166
ansible/ansible,84161,Akasurde,2024-10-23T23:13:10Z,2024-10-29T15:14:02Z,2024-10-29T15:14:02Z,1,mkrizek,136.01,136.0125,136.01444444444445,135,6,https://api.github.com/repos/ansible/ansible/pulls/84161
ansible/ansible,84158,Akasurde,2024-10-23T17:14:24Z,2024-10-29T15:09:20Z,2024-10-29T15:09:20Z,1,mkrizek,141.91,141.9088888888889,141.91555555555556,2,1,https://api.github.com/repos/ansible/ansible/pulls/84158
ansible/ansible,84156,Akasurde,2024-10-23T03:15:12Z,2024-10-29T15:07:20Z,2024-10-29T15:07:20Z,2,"bcoca, mkrizek","11.28, 144.59",11.278611111111111,155.86888888888888,14,3,https://api.github.com/repos/ansible/ansible/pulls/84156
ansible/ansible,84155,Akasurde,2024-10-23T03:09:08Z,2024-10-23T14:54:40Z,2024-10-23T14:54:40Z,1,webknjaz,11.18,11.181111111111111,11.758888888888889,69,4,https://api.github.com/repos/ansible/ansible/pulls/84155
ansible/ansible,84153,Akasurde,2024-10-22T15:59:42Z,2024-11-02T17:36:46Z,2024-11-02T17:36:46Z,3,"mattclay, mattclay, mattclay","151.11, 18.28, 77.08",151.10861111111112,265.6177777777778,48,2,https://api.github.com/repos/ansible/ansible/pulls/84153
ansible/ansible,84149,anvitpusalkar,2024-10-20T14:21:56Z,2024-10-30T18:59:02Z,2024-10-30T18:59:02Z,6,"Akasurde, s-hertel, s-hertel, bcoca, s-hertel, s-hertel","6.43, 22.08, 28.30, 39.36, 98.30, 48.24",6.428888888888889,244.61833333333334,35,5,https://api.github.com/repos/ansible/ansible/pulls/84149
ansible/ansible,84146,Spreadcat,2024-10-19T15:59:50Z,,2024-10-23T15:43:18Z,4,"s-hertel, s-hertel, webknjaz, s-hertel","49.07, 21.87, 23.43, 1.29",49.06666666666667,95.72444444444444,26,2,https://api.github.com/repos/ansible/ansible/pulls/84146
ansible/ansible,84143,nitzmahone,2024-10-18T18:38:46Z,2024-10-24T22:56:54Z,2024-10-24T22:56:54Z,5,"bcoca, bcoca, bcoca, mattclay, sivel","68.97, 0.02, 4.67, 4.57, 40.13",68.965,148.3022222222222,203,15,https://api.github.com/repos/ansible/ansible/pulls/84143
ansible/ansible,84136,webknjaz,2024-10-18T01:31:20Z,2024-10-18T16:25:40Z,2024-10-18T16:25:40Z,1,mattclay,14.90,14.901944444444444,14.905555555555555,2,1,https://api.github.com/repos/ansible/ansible/pulls/84136
ansible/ansible,84135,Akasurde,2024-10-18T00:15:12Z,,2025-01-16T16:28:02Z,1,webknjaz,15.56,15.563888888888888,2176.213888888889,34,6,https://api.github.com/repos/ansible/ansible/pulls/84135
ansible/ansible,84130,s-hertel,2024-10-16T15:31:21Z,2024-10-16T19:39:16Z,2024-10-16T19:39:16Z,1,Akasurde,1.30,1.3005555555555555,4.131944444444445,54,1,https://api.github.com/repos/ansible/ansible/pulls/84130
ansible/ansible,84129,cjwatson,2024-10-16T15:27:31Z,2024-10-17T19:17:43Z,2024-10-17T19:17:43Z,1,Akasurde,2.80,2.798611111111111,27.836666666666666,2,1,https://api.github.com/repos/ansible/ansible/pulls/84129
ansible/ansible,84126,Akasurde,2024-10-15T22:43:59Z,2024-10-25T18:20:11Z,2024-10-25T18:20:11Z,4,"felixfontein, bcoca, felixfontein, bcoca","19.28, 1.67, 9.10, 177.57",19.275277777777777,235.60333333333332,14,5,https://api.github.com/repos/ansible/ansible/pulls/84126
ansible/ansible,84125,Akasurde,2024-10-15T18:59:25Z,,2025-01-24T16:16:07Z,2,"mattclay, mattclay","72.03, 0.32",72.0286111111111,2421.278333333333,64,3,https://api.github.com/repos/ansible/ansible/pulls/84125
ansible/ansible,84112,mattclay,2024-10-10T23:09:17Z,2024-10-11T16:58:07Z,2024-10-11T16:58:07Z,1,webknjaz,14.80,14.799444444444445,17.81388888888889,37,3,https://api.github.com/repos/ansible/ansible/pulls/84112
ansible/ansible,84111,mattclay,2024-10-10T23:09:08Z,2024-10-11T16:58:04Z,2024-10-11T16:58:04Z,1,webknjaz,14.80,14.801388888888889,17.815555555555555,37,3,https://api.github.com/repos/ansible/ansible/pulls/84111
ansible/ansible,84110,mattclay,2024-10-10T23:08:58Z,2024-10-11T16:58:00Z,2024-10-11T16:58:00Z,1,webknjaz,14.80,14.803611111111111,17.817222222222224,37,3,https://api.github.com/repos/ansible/ansible/pulls/84110
ansible/ansible,84106,mattclay,2024-10-10T16:15:49Z,2024-10-10T16:58:27Z,2024-10-10T16:58:27Z,1,nitzmahone,0.37,0.36527777777777776,0.7105555555555556,10,3,https://api.github.com/repos/ansible/ansible/pulls/84106
ansible/ansible,84102,zhan9san,2024-10-10T08:28:54Z,,2024-10-15T16:29:36Z,6,"bcoca, bcoca, s-hertel, bcoca, s-hertel, bcoca","29.91, 0.01, 8.70, 0.32, 62.20, 6.56",29.90888888888889,128.01166666666666,23,3,https://api.github.com/repos/ansible/ansible/pulls/84102
ansible/ansible,84100,mattclay,2024-10-09T21:29:02Z,2024-10-09T21:57:06Z,2024-10-09T21:57:06Z,2,"nitzmahone, webknjaz","0.02, 0.36",0.01888888888888889,0.4677777777777778,6,2,https://api.github.com/repos/ansible/ansible/pulls/84100
ansible/ansible,84099,mattclay,2024-10-09T20:55:21Z,2024-10-09T21:22:35Z,2024-10-09T21:22:35Z,2,"nitzmahone, webknjaz","0.14, 0.30",0.13666666666666666,0.4538888888888889,4472,416,https://api.github.com/repos/ansible/ansible/pulls/84099
ansible/ansible,84094,mattclay,2024-10-09T16:47:07Z,2024-10-09T17:19:55Z,2024-10-09T17:19:55Z,1,nitzmahone,0.30,0.3036111111111111,0.5466666666666666,11,2,https://api.github.com/repos/ansible/ansible/pulls/84094
